result,file,time
FALSE,bresenham-ll_unwindbound10_2.c,336.53384137153625
TRUE,bresenham-ll_valuebound50_1.c,7.673778057098389
TRUE,cohencu-ll_unwindbound10_9.c,43.16649031639099
FALSE,cohencu-ll_unwindbound2_8.c,10.141988515853882
TRUE,cohencu-ll_unwindbound5_1.c,6.542119026184082
TRUE,cohencu-ll_unwindbound5_2.c,7.1562340259552
TRUE,cohencu-ll_unwindbound5_4.c,7.326563358306885
FALSE,cohencu-ll_unwindbound5_7.c,40.568992614746094
TRUE,cohencu-ll_unwindbound5_9.c,33.59472942352295
TRUE,cohencu-ll_valuebound100_8.c,25.895217418670654
TRUE,cohencu-ll_valuebound100_8.c,25.895217418670654
TRUE,cohencu-ll_valuebound100_9.c,40.02508020401001
TRUE,cohencu-ll_valuebound10_10.c,7.533658981323242
TRUE,cohencu-ll_valuebound10_7.c,74.5263729095459
TRUE,cohencu-ll_valuebound10_9.c,44.10949349403381
TRUE,cohencu-ll_valuebound1_2.c,7.39668345451355
TRUE,cohencu-ll_valuebound20_11.c,8.962336540222168
TRUE,cohencu-ll_valuebound20_5.c,7.265100955963135
TRUE,cohencu-ll_valuebound20_7.c,109.37834978103638
TRUE,cohencu-ll_valuebound20_8.c,27.627564191818237
TRUE,cohencu-ll_valuebound20_8.c,27.627564191818237
TRUE,cohencu-ll_valuebound20_9.c,28.02884006500244
TRUE,cohencu-ll_valuebound2_4.c,8.292313814163208
TRUE,cohencu-ll_valuebound2_5.c,7.332446813583374
TRUE,cohencu-ll_valuebound5_2.c,7.458566904067993
TRUE,cohencu-ll_valuebound5_7.c,30.630404472351074
TRUE,cohencu-ll_valuebound5_8.c,41.465506076812744
TRUE,cohencu-ll_valuebound5_9.c,41.807926416397095
TRUE,cohencu_1.c,6.403913259506226
TRUE,cohencu_10.c,7.234062194824219
TRUE,cohencu_4.c,7.486915826797485
TRUE,cohencu_7.c,287.0949237346649
TRUE,cohencu_9.c,39.916581869125366
TRUE,cohendiv-ll_unwindbound100_1.c,7.811532497406006
TRUE,cohendiv-ll_unwindbound100_2.c,8.286647319793701
TRUE,cohendiv-ll_unwindbound10_5.c,6.51066517829895
TRUE,cohendiv-ll_unwindbound5_4.c,11.26815414428711
TRUE,cohendiv-ll_valuebound50_4.c,47.21136808395386
TRUE,cohendiv-ll_valuebound50_6.c,7.630362510681152
TRUE,diamond_1-1_1.c,26.3926784992218
TRUE,dijkstra-u_unwindbound2_6.c,7.581140518188477
TRUE,dijkstra-u_valuebound2_1.c,15.861953973770142
TRUE,dijkstra-u_valuebound2_2.c,77.6278018951416
TRUE,dijkstra-u_valuebound2_3.c,233.56225204467773
TRUE,dijkstra-u_valuebound2_4.c,351.03016352653503
TRUE,dijkstra-u_valuebound2_5.c,313.4976739883423
TRUE,dijkstra-u_valuebound2_6.c,213.4299294948578
TRUE,dijkstra-u_valuebound2_7.c,298.8880686759949
TRUE,dijkstra-u_valuebound2_8.c,82.50546526908875
TRUE,divbin2_valuebound1_2.c,135.579163312912
TRUE,dll-rb-cnstr_1-2_3.c,6.15966796875
TRUE,dll-rb-cnstr_1-2_4.c,6.214796304702759
TRUE,egcd-ll_unwindbound10_3.c,8.652322769165039
FALSE,egcd-ll_unwindbound10_5.c,46.606621980667114
TRUE,egcd-ll_unwindbound50_3.c,54.21802639961243
FALSE,egcd-ll_unwindbound50_5.c,54.4024178981781
TRUE,egcd-ll_valuebound100_5.c,48.963897466659546
TRUE,egcd-ll_valuebound10_3.c,8.551573753356934
TRUE,egcd-ll_valuebound20_6.c,8.620354890823364
TRUE,egcd-ll_valuebound5_5.c,41.918516397476196
TRUE,egcd-ll_valuebound5_7.c,26.401408672332764
TRUE,egcd-ll_valuebound5_7.c,26.401408672332764
TRUE,egcd2-ll_unwindbound5_2.c,8.559682369232178
TRUE,egcd2-ll_unwindbound5_3.c,8.623531341552734
TRUE,egcd2-ll_unwindbound5_4.c,118.34140157699585
TRUE,egcd2-ll_unwindbound5_6.c,31.588027715682983
TRUE,egcd2-ll_valuebound1_2.c,8.062870740890503
TRUE,egcd2-ll_valuebound1_5.c,14.15935230255127
TRUE,egcd2-ll_valuebound1_6.c,9.790901184082031
TRUE,egcd2-ll_valuebound2_1.c,7.114135265350342
TRUE,egcd2-ll_valuebound2_4.c,12.734637975692749
TRUE,egcd2-ll_valuebound2_5.c,34.912044286727905
TRUE,egcd3-ll_unwindbound10_1.c,61.9893901348114
TRUE,egcd3-ll_unwindbound10_3.c,393.65065336227417
FALSE,egcd3-ll_unwindbound10_5.c,348.7430341243744
TRUE,egcd3-ll_unwindbound5_3.c,8.506086587905884
TRUE,egcd3-ll_unwindbound5_4.c,7.740248680114746
TRUE,egcd3-ll_valuebound1_3.c,8.885423421859741
TRUE,egcd3-ll_valuebound1_5.c,31.198400020599365
TRUE,egcd3-ll_valuebound2_1.c,41.18521809577942
TRUE,egcd3-ll_valuebound2_5.c,127.94761919975281
FALSE,eureka_01-1_1.c,437.2881145477295
TRUE,fermat1-ll_2.c,29.4368953704834
TRUE,fermat1-ll_2.c,29.4368953704834
FALSE,fermat1-ll_unwindbound10_4.c,158.8138620853424
TRUE,fermat1-ll_valuebound20_1.c,36.01841592788696
TRUE,fermat1-ll_valuebound5_3.c,7.595277309417725
TRUE,fermat1-ll_valuebound5_4.c,517.4847357273102
TRUE,fermat1_3.c,10.195871591567993
TRUE,fermat2-ll_unwindbound20_1.c,11.617385149002075
TRUE,functions_1-1_1.c,17.340599060058594
TRUE,geo1-ll_unwindbound1_2.c,26.8843674659729
TRUE,geo1-ll_unwindbound1_2.c,26.8843674659729
TRUE,geo1-ll_unwindbound2_1.c,64.89216661453247
TRUE,geo1-ll_unwindbound2_2.c,32.54696989059448
TRUE,geo2-ll_valuebound2_1.c,30.771879196166992
TRUE,geo2-ll_valuebound5_1.c,14.694148302078247
TRUE,geo3-ll_unwindbound1_2.c,39.31143760681152
TRUE,geo3-ll_unwindbound2_1.c,58.922476291656494
TRUE,geo3-ll_unwindbound2_2.c,42.00799202919006
TRUE,geo3-ll_unwindbound5_2.c,345.4498357772827
TRUE,hard-ll_valuebound1_6.c,13.505769491195679
TRUE,hard-ll_valuebound2_3.c,7.800243377685547
TRUE,hard-ll_valuebound2_4.c,54.32769989967346
TRUE,hard2_unwindbound5_5.c,44.02397418022156
TRUE,hard2_valuebound1_4.c,46.58748412132263
TRUE,hard2_valuebound20_5.c,143.75831294059753
TRUE,hard2_valuebound20_7.c,59.93208146095276
TRUE,hard2_valuebound2_5.c,23.130668878555298
TRUE,hard2_valuebound2_6.c,14.211806774139404
TRUE,interleave_bits_1.c,56.8912239074707
TRUE,mannadiv_unwindbound100_1.c,7.673338890075684
TRUE,mono-crafted_11_1.c,95.60000729560852
FALSE,nested_delay_notd2_1.c,29.34029221534729
TRUE,num_conversion_1_1.c,25.741401195526123
FALSE,pcompf_1.c,64.15493559837341
TRUE,prod4br-ll_unwindbound5_1.c,8.094756841659546
FALSE,prod4br-ll_unwindbound5_2.c,173.0821659564972
TRUE,prod4br-ll_valuebound10_1.c,10.213494300842285
TRUE,prod4br-ll_valuebound2_1.c,7.11856484413147
TRUE,prod4br-ll_valuebound2_2.c,201.33165502548218
TRUE,prodbin-ll_unwindbound2_3.c,5.9763758182525635
TRUE,prodbin-ll_valuebound5_1.c,37.15276885032654
TRUE,ps4-ll_unwindbound10_3.c,7.95502233505249
TRUE,ps4-ll_unwindbound20_3.c,8.334640502929688
TRUE,ps4-ll_unwindbound2_3.c,8.18248200416565
TRUE,ps4-ll_valuebound10_2.c,30.229328870773315
TRUE,ps4-ll_valuebound1_1.c,7.55968976020813
TRUE,ps4-ll_valuebound20_2.c,30.70721983909607
TRUE,ps4-ll_valuebound5_1.c,8.176303148269653
TRUE,ps4-ll_valuebound5_2.c,9.100203037261963
TRUE,ps4-ll_valuebound5_3.c,7.673447132110596
TRUE,ps6-ll_unwindbound10_2.c,27.075520515441895
TRUE,ps6-ll_valuebound1_3.c,7.928441762924194
TRUE,rewnifrev_1.c,56.35662126541138
TRUE,sll-01-2_9.c,6.246108531951904
TRUE,sll-buckets-2_3.c,6.240888357162476
TRUE,sum_by_3_1.c,203.07720971107483
FALSE,tree_del_rec_3.c,10.942963123321533
TRUE,underapprox_1-2_1.c,233.4581527709961
TRUE,benchmark24_conjunctive_1.c,7.327231407165527
TRUE,cohencu-ll_unwindbound20_10.c,8.28444790840149
TRUE,cohencu-ll_unwindbound20_3.c,8.176400899887085
FALSE,cohencu-ll_unwindbound20_7.c,354.09107303619385
TRUE,cohencu-ll_unwindbound20_9.c,39.632203578948975
FALSE,egcd-ll_unwindbound5_5.c,27.492459297180176
TRUE,egcd-ll_unwindbound5_7.c,43.27885818481445
TRUE,egcd2-ll_valuebound50_2.c,557.9280126094818
TRUE,egcd3-ll_valuebound50_3.c,89.44919061660767
FALSE,freire2_unwindbound1_3.c,44.220988273620605
TRUE,freire2_unwindbound1_4.c,72.16694140434265
FALSE,freire2_unwindbound1_6.c,33.01906704902649
TRUE,freire2_valuebound10_1.c,212.7579255104065
TRUE,freire2_valuebound10_2.c,596.3063204288483
TRUE,freire2_valuebound10_4.c,545.6681110858917
FALSE,freire2_valuebound10_6.c,21.164630651474
FALSE,hard-u_5.c,493.7748918533325
TRUE,hard-u_valuebound1_4.c,183.17840242385864
TRUE,hard-u_valuebound1_6.c,35.47240734100342
TRUE,hard2_4.c,374.1647961139679
FALSE,lcm1_unwindbound2_5.c,7.389557123184204
FALSE,modnf_1.c,7.206881523132324
TRUE,poly1_1.c,400.7024450302124
TRUE,prod4br-ll_valuebound1_3.c,8.294632196426392
TRUE,ps3-ll_1.c,7.369724273681641
TRUE,ps4-ll_2.c,10.2612943649292
TRUE,ps5-ll_3.c,23.280550003051758
TRUE,ps6-ll_2.c,40.402607440948486
TRUE,ps6-ll_3.c,27.41704750061035
TRUE,rewnifrev2_1.c,28.33077883720398
FALSE,s42iff_1.c,6.614173412322998
TRUE,soft_float_1-3a_cil_1.c,532.5931105613708
TRUE,soft_float_1-3a_cil_3.c,31.36108136177063
TRUE,soft_float_1-3a_cil_6.c,91.02366781234741
TRUE,soft_float_1-3a_cil_7.c,52.41599249839783
FALSE,soft_float_4-3.c.cil_2.c,17.890458345413208
TRUE,soft_float_4-3_cil_3.c,33.73693871498108
TRUE,sqrt1-ll_valuebound50_4.c,7.1060097217559814
TRUE,sqrt1-ll_valuebound50_5.c,9.244844913482666
TRUE,benchmark46_disjunctive_1.c,7.306365013122559
TRUE,bh2017-ex-add_2.c,7.226263284683227
FALSE,brs2f_1.c,9.665124654769897
TRUE,cohencu-ll_valuebound50_8.c,28.81621742248535
TRUE,cohencu-ll_valuebound50_9.c,69.16798305511475
FALSE,condmf_1.c,7.6332197189331055
TRUE,dijkstra-u_valuebound20_8.c,596.0802671909332
TRUE,divbin2_valuebound2_2.c,323.41757678985596
TRUE,dll-queue-1_4.c,6.3386452198028564
TRUE,dll-simple-white-blue-2_2.c,6.3419623374938965
TRUE,egcd2-ll_unwindbound50_2.c,148.1067078113556
TRUE,egcd2-ll_unwindbound50_6.c,103.50328183174133
TRUE,egcd2_3.c,13.292116641998291
TRUE,egcd3-ll_unwindbound50_4.c,8.229144811630249
FALSE,fermat2-ll_unwindbound2_2.c,31.46006178855896
FALSE,freire2_unwindbound10_3.c,82.66936230659485
FALSE,freire2_unwindbound10_6.c,71.09723329544067
TRUE,geo1-ll_valuebound2_1.c,7.79996919631958
TRUE,geo1-u2_unwindbound100_1.c,7.595872163772583
TRUE,geo2-ll2_1.c,11.549678087234497
TRUE,geo2-ll_unwindbound5_2.c,264.5771837234497
TRUE,geo3-ll_valuebound2_1.c,8.321077108383179
TRUE,hard-u_unwindbound1_5.c,7.461885213851929
TRUE,hard2_unwindbound1_1.c,7.1524598598480225
TRUE,hard2_valuebound10_1.c,6.602327108383179
TRUE,hard2_valuebound10_5.c,142.27870416641235
FALSE,lcm1_unwindbound20_5.c,43.02438020706177
TRUE,lcm2_valuebound50_1.c,123.5132224559784
TRUE,prod4br-ll_unwindbound1_1.c,7.9966959953308105
TRUE,prodbin-ll_unwindbound1_2.c,6.014257669448852
TRUE,prodbin-ll_valuebound10_1.c,263.44881677627563
TRUE,ps2-ll_unwindbound1_2.c,7.667690277099609
TRUE,ps2-ll_valuebound10_1.c,7.452756404876709
FALSE,ps5-ll_unwindbound1_3.c,7.7450268268585205
TRUE,sll-01-1_8.c,6.540511608123779
TRUE,sll-01-1_9.c,6.540889501571655
TRUE,sll-queue-1_12.c,6.649688243865967
TRUE,sll-queue-1_13.c,6.620994806289673
TRUE,sll-queue-1_19.c,6.586352586746216
TRUE,soft_float_4-3a_cil_3.c,43.94913864135742
FALSE,sqmf_1.c,7.8343143463134775
TRUE,sqrt1-ll_unwindbound50_4.c,7.406749248504639
TRUE,sqrt1-ll_unwindbound50_5.c,8.13704252243042
TRUE,sqrt1_2.c,7.39989423751831
TRUE,sqrt1_5.c,7.777865886688232
TRUE,sum04-2_1.c,8.282891750335693
FALSE,trex01-1_1.c,6.418227910995483
